age,gender,income,education,vote_2016,govt_spending,healthcare_govt,immigration_concern,urban_rural,main_concerns
18,Male,61292.0,HS,Clinton,4,1,7,Suburban,"immigration, economy, healthcare (top priority)"
25,Female,29607.0,Some College,Trump,7,6,5,Rural,"healthcare, immigration, cost of living, rural development (top priority)"
25,Female,49529.0,College,Clinton,7,6,6,Suburban,"healthcare, immigration, economy (major concern)"
45,Female,46513.0,Postgrad,Trump,7,6,2,Suburban,"healthcare, immigration (top priority)"
18,Female,54506.0,College,Trump,5,5,3,Suburban,"healthcare, economy (major concern)"
18,Female,42609.0,College,Trump,6,3,1,Rural,"healthcare, economy, rural development (important issue)"
45,Male,47371.0,College,Trump,2,4,2,Rural,"economy, healthcare, immigration, rural development (top priority)"
18,Male,66521.0,Postgrad,Clinton,5,2,6,Urban,"immigration, economy (top priority)"
45,Male,41265.0,HS,Clinton,1,7,6,Suburban,"economy, healthcare (major concern)"
25,Male,17868.0,HS,Trump,4,4,2,Urban,"economy, healthcare, cost of living (important issue)"
18,Female,84992.0,HS,Trump,7,7,4,Suburban,"healthcare, immigration, economy (important issue)"
25,Female,77629.0,HS,Trump,3,1,5,Urban,"economy, immigration, healthcare (important issue)"
45,Male,24155.0,College,Clinton,1,1,1,Rural,"economy, healthcare, immigration, cost of living, rural development (major concern)"
55,Male,63794.0,College,Clinton,7,7,1,Urban,"healthcare, economy, social security (top priority)"
55,Female,39941.0,Some College,Other,6,6,1,Suburban,"healthcare, economy, social security (top priority)"
25,Male,55270.0,HS,Clinton,1,4,2,Suburban,"economy, healthcare (important issue)"
45,Female,55884.0,College,Trump,5,6,7,Urban,"immigration, healthcare, economy (top priority)"
25,Female,45312.0,Some College,Clinton,2,5,4,Rural,"economy, healthcare, immigration, rural development (important issue)"
25,Female,34325.0,College,Trump,4,1,3,Rural,"economy, immigration, healthcare, rural development (important issue)"
55,Male,36189.0,Some College,Trump,6,1,6,Suburban,"immigration, economy, healthcare, social security (top priority)"
18,Male,31676.0,Some College,Trump,6,4,2,Suburban,"healthcare, economy (top priority)"
18,Female,33364.0,HS,Clinton,3,1,7,Urban,"immigration, economy (top priority)"
25,Female,48656.0,HS,Trump,1,5,3,Suburban,"economy, healthcare, immigration (major concern)"
18,Male,35685.0,College,Trump,3,5,6,Urban,"immigration, economy, healthcare (top priority)"
18,Female,63641.0,Postgrad,Clinton,2,5,6,Suburban,"economy, immigration, healthcare (important issue)"
35,Male,79745.0,College,Trump,7,2,4,Rural,"immigration, healthcare, economy, rural development (top priority)"
25,Female,38399.0,HS,Trump,2,5,5,Urban,"economy, healthcare (top priority)"
55,Male,54788.0,Some College,Trump,7,5,1,Rural,"healthcare, economy, social security, rural development (major concern)"
55,Female,59994.0,College,Trump,3,2,3,Urban,"economy, immigration, healthcare, social security (top priority)"
25,Male,59440.0,College,Clinton,4,6,2,Rural,"healthcare, economy, immigration, rural development (top priority)"
25,Male,51519.0,HS,Clinton,2,3,3,Urban,"economy, healthcare (top priority)"
25,Male,64854.0,HS,Clinton,3,1,5,Suburban,"economy, immigration (top priority)"
35,Male,59645.0,College,Trump,1,5,1,Urban,"economy, healthcare (top priority)"
25,Female,25247.0,Some College,Trump,3,1,3,Rural,"economy, immigration, healthcare, cost of living, rural development (major concern)"
35,Female,67383.0,HS,Trump,3,4,5,Suburban,"economy, immigration (top priority)"
25,Male,67746.0,HS,Clinton,5,1,2,Urban,"economy, immigration (top priority)"
35,Male,34734.0,Some College,Clinton,2,7,4,Suburban,"healthcare, economy (top priority)"
25,Female,50759.0,Postgrad,Trump,4,6,7,Suburban,"immigration, healthcare, economy (important issue)"
25,Female,63667.0,Postgrad,Clinton,4,2,6,Suburban,"immigration, economy, healthcare (important issue)"
65,Female,45814.0,Some College,Clinton,5,1,2,Rural,"economy, immigration, healthcare, social security, rural development (top priority)"
45,Male,71460.0,Some College,Trump,7,1,1,Suburban,"economy, healthcare, immigration (major concern)"
18,Male,97277.0,HS,Clinton,6,1,6,Urban,"immigration, economy (important issue)"
55,Female,34280.0,Some College,Clinton,7,3,7,Urban,"immigration, healthcare, economy, social security (important issue)"
35,Male,22379.0,Some College,Clinton,4,3,2,Suburban,"economy, healthcare, cost of living (important issue)"
55,Female,56076.0,College,Clinton,3,4,2,Suburban,"economy, healthcare, immigration, social security (important issue)"
45,Male,64431.0,Some College,Other,5,2,2,Urban,"economy, healthcare, immigration (important issue)"
25,Female,45383.0,HS,Clinton,1,1,2,Urban,"economy, immigration, healthcare (important issue)"
18,Male,79065.0,HS,Clinton,2,1,6,Suburban,"economy, immigration (major concern)"
25,Female,23228.0,Some College,Clinton,2,1,1,Rural,"economy, healthcare, immigration, cost of living, rural development (major concern)"
35,Male,63858.0,HS,Trump,2,1,7,Urban,"immigration, economy, healthcare (important issue)"
35,Female,37883.0,HS,Clinton,3,3,5,Suburban,"economy, immigration, healthcare (top priority)"
25,Male,84388.0,Postgrad,Trump,1,6,3,Suburban,"economy, healthcare (major concern)"
18,Female,89850.0,Some College,Clinton,5,6,4,Suburban,"healthcare, immigration, economy (major concern)"
55,Female,34667.0,Some College,Clinton,5,4,7,Urban,"immigration, healthcare, economy, social security (major concern)"
65,Female,39009.0,Postgrad,Clinton,2,7,3,Suburban,"healthcare, economy, social security (top priority)"
35,Female,67192.0,Postgrad,Trump,1,5,3,Rural,"economy, healthcare, rural development (major concern)"
18,Female,42257.0,Some College,Trump,1,2,4,Urban,"economy, immigration (major concern)"
25,Female,49092.0,College,Clinton,1,6,7,Suburban,"economy, immigration, healthcare (major concern)"
18,Male,50508.0,Some College,Trump,4,7,6,Urban,"healthcare, immigration (major concern)"
65,Female,15000.0,Some College,Trump,4,1,1,Urban,"economy, healthcare, social security, cost of living (major concern)"
18,Male,49723.0,Some College,Clinton,2,6,4,Suburban,"economy, healthcare (major concern)"
35,Male,36205.0,College,Trump,1,4,1,Suburban,"economy, healthcare, immigration (top priority)"
25,Male,40138.0,College,Clinton,6,5,6,Urban,"immigration, healthcare, economy (major concern)"
35,Male,78873.0,Some College,Trump,1,6,3,Suburban,"economy, healthcare, immigration (top priority)"
45,Female,24870.0,HS,Trump,5,4,1,Suburban,"healthcare, economy, cost of living (major concern)"
55,Female,66264.0,College,Other,5,3,6,Suburban,"immigration, economy, healthcare, social security (top priority)"
25,Female,44421.0,HS,Trump,2,5,6,Suburban,"economy, immigration, healthcare (major concern)"
18,Male,44405.0,Some College,Clinton,6,4,5,Urban,"immigration, healthcare, economy (major concern)"
18,Male,65807.0,College,Trump,1,7,4,Rural,"economy, healthcare, immigration, rural development (important issue)"
65,Male,56801.0,College,Clinton,7,6,5,Suburban,"healthcare, immigration, social security (major concern)"
55,Male,61412.0,College,Clinton,6,3,3,Suburban,"healthcare, immigration, economy, social security (major concern)"
35,Male,69364.0,Postgrad,Trump,2,7,4,Rural,"healthcare, economy, immigration, rural development (important issue)"
35,Male,43374.0,Some College,Trump,5,4,3,Urban,"healthcare, economy (top priority)"
45,Male,37755.0,College,Trump,7,4,5,Urban,"immigration, healthcare (major concern)"
18,Female,28297.0,College,Clinton,5,7,7,Suburban,"healthcare, immigration, economy, cost of living (major concern)"
65,Female,33492.0,HS,Trump,4,6,6,Suburban,"healthcare, immigration, social security (major concern)"
25,Female,108982.0,HS,Trump,2,5,3,Rural,"economy, healthcare, immigration, rural development (important issue)"
25,Female,74894.0,HS,Clinton,2,3,4,Rural,"economy, immigration, rural development (important issue)"
35,Female,22979.0,Some College,Clinton,1,1,4,Urban,"economy, immigration, cost of living (top priority)"
18,Male,23551.0,College,Clinton,1,2,3,Suburban,"economy, immigration, healthcare, cost of living (important issue)"
18,Female,59637.0,College,Clinton,4,5,4,Suburban,"healthcare, economy, immigration (important issue)"
45,Female,60945.0,HS,Other,7,3,6,Urban,"immigration, healthcare, economy (major concern)"
18,Male,60978.0,HS,Trump,3,7,7,Suburban,"healthcare, immigration, economy (top priority)"
35,Male,44901.0,Postgrad,Trump,6,4,6,Suburban,"immigration, healthcare, economy (important issue)"
25,Female,47491.0,HS,Other,3,7,4,Suburban,"healthcare, economy (top priority)"
25,Male,56558.0,Some College,Clinton,3,3,3,Urban,"economy, healthcare (major concern)"
25,Female,51718.0,Some College,Trump,2,7,5,Urban,"healthcare, economy (important issue)"
25,Female,15000.0,Some College,Clinton,6,7,4,Urban,"healthcare, immigration, cost of living (top priority)"
45,Male,45404.0,HS,Trump,2,2,4,Rural,"economy, immigration, rural development (major concern)"
25,Male,32972.0,HS,Clinton,6,6,4,Urban,"healthcare, immigration (important issue)"
35,Male,53504.0,HS,Other,5,2,4,Rural,"immigration, economy, healthcare, rural development (important issue)"
35,Male,109705.0,Some College,Clinton,2,1,3,Suburban,"economy, immigration (important issue)"
45,Male,57350.0,Some College,Clinton,2,1,5,Suburban,"economy, immigration (top priority)"
65,Female,43729.0,HS,Trump,2,2,5,Suburban,"economy, immigration, social security (important issue)"
45,Male,68436.0,College,Clinton,7,5,1,Suburban,"healthcare, economy, immigration (top priority)"
25,Male,59654.0,College,Trump,4,5,4,Suburban,"healthcare, economy, immigration (important issue)"
18,Male,58402.0,HS,Clinton,2,7,4,Suburban,"healthcare, economy (important issue)"
25,Female,62137.0,Some College,Trump,1,7,1,Suburban,"economy, healthcare, immigration (top priority)"
35,Male,91131.0,College,Clinton,1,4,5,Suburban,"economy, immigration (top priority)"
18,Male,27382.0,HS,Clinton,6,1,2,Suburban,"economy, immigration, cost of living (major concern)"
35,Female,59473.0,Some College,Clinton,5,4,6,Urban,"immigration, healthcare (important issue)"
35,Female,31472.0,College,Clinton,4,1,2,Suburban,"economy, immigration (major concern)"
25,Male,61110.0,Postgrad,Clinton,7,2,5,Rural,"immigration, healthcare, rural development (major concern)"
45,Female,31626.0,College,Clinton,6,5,7,Urban,"immigration, healthcare, economy (important issue)"
18,Male,41653.0,Some College,Clinton,1,7,4,Urban,"economy, healthcare (top priority)"
18,Male,44098.0,College,Clinton,4,5,2,Urban,"healthcare, economy, immigration (top priority)"
45,Male,69516.0,Some College,Trump,4,2,3,Suburban,"economy, immigration (important issue)"
35,Male,68369.0,College,Trump,5,4,3,Urban,"healthcare, economy, immigration (major concern)"
45,Female,25086.0,Some College,Clinton,4,4,1,Suburban,"economy, healthcare, immigration, cost of living (major concern)"
25,Male,51099.0,HS,Trump,2,3,5,Urban,"economy, immigration, healthcare (important issue)"
25,Male,35808.0,College,Trump,4,7,5,Urban,"healthcare, immigration (important issue)"
55,Female,24830.0,Some College,Clinton,5,7,2,Suburban,"healthcare, economy, immigration, social security, cost of living (important issue)"
45,Female,45660.0,Some College,Trump,6,7,4,Urban,"healthcare, immigration, economy (major concern)"
45,Male,43830.0,Postgrad,Clinton,5,1,5,Rural,"immigration, economy, healthcare, rural development (top priority)"
25,Female,98534.0,HS,Trump,7,4,2,Urban,"healthcare, immigration (top priority)"
35,Male,58659.0,Some College,Clinton,5,2,2,Suburban,"economy, healthcare, immigration (top priority)"
25,Female,22448.0,HS,Trump,1,4,6,Urban,"economy, immigration, cost of living (top priority)"
18,Female,38705.0,College,Trump,2,5,6,Urban,"economy, immigration, healthcare (important issue)"
65,Female,70428.0,College,Clinton,1,1,5,Rural,"economy, immigration, healthcare, social security, rural development (top priority)"
18,Male,91769.0,Some College,Clinton,6,7,2,Rural,"healthcare, economy, immigration, rural development (important issue)"
65,Male,18280.0,College,Other,3,6,1,Urban,"healthcare, economy, social security, cost of living (important issue)"
25,Male,15000.0,Some College,Clinton,6,3,1,Suburban,"healthcare, economy, immigration, cost of living (top priority)"
